image,cls,fd_full,r2_full,fd_fine_1_8,fd_mid_8_64,fd_coarse_32_256,counts
40,contamination,1.3023123475489837,0.9954606378576752,1.4708793518525538,1.1064727919408386,1.4751708821616272,"[142017, 44913, 16182, 6671, 3059, 1495, 657, 232, 70]"
39,vegetation,0.9062501317064816,0.9930959472823514,1.007746682630651,0.7779263853058926,1.0622783144650905,"[2598, 1178, 578, 321, 195, 112, 64, 33, 12]"
39,contamination,1.5305319772246815,0.9983911077373485,1.5558914296321198,1.4542188714706359,1.7052038051965,"[419240, 128738, 44002, 16468, 6375, 2384, 794, 241, 69]"
38,vegetation,1.0108553255933221,0.9954303395724008,1.1923051571844416,0.8898149256710208,1.038784905083491,"[4296, 1636, 710, 361, 187, 105, 56, 28, 12]"
38,contamination,1.321455161968814,0.9963240044193269,1.51928741225796,1.1426383199614945,1.4190155402637683,"[150317, 46040, 16016, 6388, 2830, 1332, 586, 216, 70]"
37,vegetation,1.168270205454992,0.9970675495495536,1.3125039710914868,1.0323846114049644,1.2621549259867895,"[10341, 3720, 1484, 677, 334, 164, 79, 32, 12]"
37,contamination,1.428998605199669,0.9979084802425973,1.5575934715457196,1.2876900420199675,1.5562729799785868,"[263473, 80163, 27294, 10322, 4241, 1800, 701, 236, 71]"
36,vegetation,0.6254467042667149,0.9897414644092186,0.7303199916585966,0.5108943367004862,0.7416588748666159,"[478, 244, 150, 104, 73, 51, 36, 21, 11]"
36,contamination,1.2504211319612906,0.9838280288153227,1.6550880432879485,1.0969751858307744,0.9747960955040993,"[74989, 21509, 6766, 2408, 997, 472, 245, 132, 61]"
35,vegetation,1.0258349081679725,0.9953106418424457,1.1825430123062997,0.9047005030946176,1.0699388420972313,"[4881, 1910, 844, 417, 218, 114, 64, 33, 12]"
35,contamination,1.2060771896876468,0.9941906054803593,1.402838930610418,1.0061383901652354,1.3487170373148933,"[85532, 27849, 10514, 4629, 2258, 1156, 566, 222, 70]"
34,vegetation,0.42586354314735486,0.9313821994157887,0.4723143356387876,0.2532597670254122,0.7395859236910463,"[206, 126, 95, 76, 64, 57, 44, 28, 12]"
34,contamination,1.2643354647398932,0.9927769596147171,1.3278975069966084,1.0879020106127708,1.5722070499012888,"[117523, 40402, 16203, 7412, 3623, 1813, 756, 243, 70]"
33,vegetation,0.5002232243328703,0.9733460860116492,0.6066795440603586,0.3543874053147578,0.6906377973032353,"[274, 150, 97, 78, 61, 49, 37, 21, 12]"
33,contamination,1.3097601540072497,0.994413768927751,1.337172671020718,1.166558429416318,1.5928010068659502,"[141625, 49188, 19711, 8745, 4037, 1871, 763, 244, 69]"
32,vegetation,0.9186472103774254,0.9926155055256323,1.045326366476495,0.7876775853405503,1.0438221743301912,"[2640, 1113, 541, 300, 177, 99, 59, 31, 11]"
32,contamination,1.2001564000544802,0.9930962838748063,1.4212967142083888,0.976939174014669,1.340736391546963,"[85061, 27437, 10221, 4431, 2159, 1138, 574, 227, 70]"
